age,job,marital,education,default,balance,housing,loan,contact,duration
26,management,married,tertiary,no,265,no,no,cellular,650
31,admin.,married,secondary,no,389,yes,no,cellular,69
49,admin.,married,secondary,no,0,yes,yes,cellular,71
54,management,married,tertiary,no,384,yes,no,cellular,30
47,management,divorced,tertiary,no,94,yes,no,cellular,9
61,management,married,secondary,no,1471,no,no,cellular,331
49,boogieman,married,primary,no,937,yes,no,unknown,66
51,technician,married,secondary,no,500,yes,no,cellular,26
53,boogieman,married,primary,no,25,yes,no,unknown,266
35,management,married,tertiary,no,365,no,no,cellular,168
25,unemployed,single,secondary,no,34,no,yes,unknown,316
79,retired,married,primary,no,429,no,no,telephone,1006
53,technician,married,primary,no,6839,yes,no,cellular,77
21,student,single,secondary,no,6,no,no,unknown,622
33,boogieman,married,secondary,no,467,yes,no,unknown,494
40,self-employed,divorced,secondary,no,1876,no,yes,unknown,269
34,entrepreneur,married,secondary,no,1847,yes,no,cellular,543
52,unknown,married,primary,no,247,no,no,cellular,268
27,admin.,married,secondary,no,897,no,no,cellular,397
57,services,divorced,secondary,no,4664,no,no,cellular,22
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,51
31,student,single,tertiary,no,64,no,no,cellular,208
49,unemployed,married,tertiary,no,-471,yes,no,cellular,77
32,management,single,tertiary,no,1160,yes,yes,unknown,450
28,admin.,single,tertiary,no,14,no,no,cellular,201
33,boogieman,married,secondary,no,26,yes,no,cellular,342
50,boogieman,married,unknown,no,452,no,no,cellular,181
42,boogieman,single,secondary,no,382,yes,no,cellular,294
45,admin.,married,unknown,no,2033,no,YES,cellular,123
34,unemployed,married,secondary,no,0,yes,YES,cellular,172
56,admin.,divorced,unknown,no,789,yes,YES,cellular,1022
33,boogieman,single,secondary,no,142,yes,YES,cellular,123
34,admin.,married,secondary,no,645,yes,YES,unknown,420
37,boogieman,married,unknown,no,897,yes,YES,cellular,119
37,boogieman,married,secondary,no,103,yes,YES,cellular,153
35,admin.,single,secondary,no,847,yes,no,cellular,85
38,unknown,single,tertiary,no,0,no,no,cellular,260
32,boogieman,married,secondary,no,517,yes,no,unknown,528
52,technician,single,tertiary,no,1308,yes,no,unknown,361
49,services,married,secondary,no,66,yes,yes,cellular,59
46,management,divorced,secondary,no,361,yes,no,unknown,86
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,139
36,boogieman,married,unknown,no,70,yes,no,unknown,219
32,services,married,secondary,no,180,yes,no,telephone,45
49,technician,married,tertiary,no,279,yes,no,unknown,168
46,services,married,secondary,no,4,no,no,cellular,268
40,entrepreneur,married,secondary,no,1416,yes,no,unknown,210
36,admin.,married,secondary,no,465,yes,no,unknown,160
36,admin.,married,secondary,no,998,yes,no,unknown,1044
34,technician,married,secondary,no,550,no,yes,cellular,601
46,management,married,tertiary,no,1285,yes,no,unknown,89
32,services,married,tertiary,no,4908,no,yes,cellular,491
32,unemployed,single,tertiary,no,336,yes,no,unknown,139
32,management,single,tertiary,no,131,no,no,unknown,267
43,management,married,tertiary,no,348,no,yes,cellular,88
25,self-employed,single,tertiary,no,453,yes,no,cellular,134
55,admin.,married,secondary,no,1102,yes,no,unknown,126
24,admin.,single,secondary,no,926,yes,yes,cellular,191
40,management,divorced,tertiary,no,502,yes,no,cellular,267
38,management,single,tertiary,no,8669,yes,no,telephone,5
48,boogieman,single,primary,no,316,no,no,unknown,560
36,management,married,tertiary,no,9324,yes,no,cellular,138
57,management,married,tertiary,no,0,no,no,cellular,188
45,admin.,married,secondary,no,72,yes,yes,cellular,262
33,self-employed,single,tertiary,no,61,no,no,cellular,836
38,technician,single,secondary,no,173,no,no,cellular,150
26,services,single,secondary,yes,-162,yes,no,cellular,44
30,management,single,tertiary,no,47,no,yes,cellular,11
55,services,divorced,tertiary,no,1983,yes,no,telephone,123
34,boogieman,married,secondary,no,326,yes,yes,unknown,150
60,admin.,married,secondary,no,2552,no,yes,cellular,255
36,management,single,tertiary,no,1283,no,no,cellular,92
65,housemaid,married,primary,no,2179,yes,no,cellular,112
39,self-employed,married,tertiary,no,1047,no,no,unknown,554
52,boogieman,married,primary,no,36,no,no,cellular,109
55,technician,married,secondary,yes,-308,no,no,cellular,781
26,management,single,tertiary,no,1177,no,no,cellular,116
40,self-employed,married,primary,no,2077,yes,no,cellular,363
52,entrepreneur,married,secondary,no,0,no,no,cellular,82
29,self-employed,married,tertiary,no,1,no,no,cellular,167
41,boogieman,married,primary,no,7735,yes,no,cellular,220
30,technician,single,tertiary,no,1922,yes,no,cellular,546
28,student,single,secondary,no,153,no,no,cellular,1124
26,boogieman,married,secondary,no,2770,yes,no,unknown,141
58,management,married,secondary,no,139,no,no,cellular,188
29,management,single,tertiary,no,21,yes,no,cellular,107
48,technician,married,secondary,no,178,yes,no,unknown,320
35,boogieman,married,secondary,no,444,yes,no,cellular,244
26,services,single,secondary,no,209,yes,no,cellular,319
49,boogieman,married,unknown,no,3096,no,no,unknown,147
34,admin.,married,secondary,no,5320,no,no,cellular,114
32,services,married,secondary,no,4885,yes,yes,cellular,400
31,admin.,married,secondary,no,0,yes,yes,cellular,79
48,unemployed,married,primary,no,5462,no,no,unknown,29
40,boogieman,married,secondary,no,6767,yes,no,cellular,97
42,technician,divorced,secondary,no,2974,yes,no,unknown,187
48,technician,married,secondary,no,427,no,no,unknown,201
38,services,married,secondary,no,8876,no,no,cellular,280
53,management,married,tertiary,no,146,no,no,unknown,150
59,retired,divorced,secondary,no,319,no,no,cellular,129
28,unemployed,single,secondary,no,304,no,no,cellular,516
41,boogieman,married,primary,no,389,yes,no,unknown,127
50,management,single,primary,no,766,no,no,unknown,174
31,admin.,married,secondary,no,0,yes,no,cellular,82
30,technician,single,secondary,no,3107,yes,no,unknown,1516
59,admin.,divorced,secondary,no,174,yes,no,unknown,204
33,technician,divorced,secondary,yes,-305,no,yes,unknown,109
35,self-employed,married,secondary,no,670,no,no,cellular,378
30,management,single,tertiary,no,6164,yes,no,unknown,152
71,retired,married,secondary,no,2850,no,no,cellular,185
30,services,single,primary,no,79,yes,no,cellular,317
24,services,married,secondary,yes,110,yes,no,unknown,27
34,technician,single,secondary,no,5039,no,no,cellular,205
34,boogieman,married,secondary,no,360,yes,no,telephone,46
52,admin.,married,secondary,no,199,no,no,cellular,978
33,self-employed,single,secondary,no,238,yes,yes,cellular,45
38,boogieman,married,secondary,no,5092,yes,no,unknown,145
41,admin.,divorced,secondary,no,1088,yes,no,cellular,138
42,management,divorced,tertiary,no,221,yes,no,unknown,720
130,boogieman,divorced,secondary,no,889,no,yes,unknown,362
48,boogieman,married,primary,no,750,yes,no,cellular,90
34,technician,single,secondary,no,0,yes,yes,unknown,214
46,boogieman,married,primary,no,1291,yes,no,cellular,142
33,technician,married,secondary,no,1844,yes,no,unknown,241
40,management,married,tertiary,no,89,yes,yes,telephone,148
36,admin.,married,secondary,no,4280,no,no,unknown,227
32,technician,single,secondary,no,0,no,no,cellular,126
33,boogieman,married,secondary,no,625,yes,no,unknown,410
55,technician,married,unknown,no,574,yes,no,cellular,243
58,management,married,primary,no,320,yes,no,unknown,171
25,technician,single,tertiary,no,468,yes,no,unknown,147
47,services,married,secondary,no,440,yes,no,unknown,91
40,unemployed,married,secondary,no,0,yes,no,cellular,332
59,retired,married,secondary,no,5706,yes,no,cellular,471
40,management,married,tertiary,no,7780,no,no,telephone,364
30,management,married,secondary,no,-559,yes,yes,cellular,98
25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,117
58,retired,married,primary,no,1987,no,no,telephone,185
39,entrepreneur,married,unknown,no,98,yes,no,telephone,59
40,self-employed,married,tertiary,no,642,no,no,cellular,147
38,boogieman,married,secondary,no,526,yes,yes,unknown,553
66,management,single,tertiary,no,6483,no,no,cellular,275
47,management,married,tertiary,no,2306,no,no,telephone,239
37,boogieman,married,secondary,no,954,yes,no,unknown,402
36,management,single,tertiary,no,-679,yes,yes,cellular,172
50,boogieman,married,primary,no,-1,no,no,cellular,195
76,retired,married,primary,no,2590,no,no,telephone,68
58,management,single,tertiary,no,331,no,yes,cellular,82
42,admin.,married,secondary,no,4209,yes,no,unknown,57
58,services,divorced,secondary,no,462,no,no,cellular,495
28,self-employed,single,tertiary,no,0,yes,no,cellular,479
41,technician,married,secondary,no,0,no,no,cellular,141
30,management,married,tertiary,no,151,no,no,cellular,82
32,management,divorced,tertiary,no,883,yes,no,cellular,798
27,services,single,secondary,no,266,no,yes,cellular,232
48,management,married,tertiary,no,0,no,no,cellular,60
36,technician,married,tertiary,no,491,yes,no,unknown,103
54,management,married,tertiary,no,3,no,yes,cellular,443
36,boogieman,married,secondary,no,198,yes,no,unknown,400
52,housemaid,married,secondary,no,14363,no,no,unknown,132
34,technician,divorced,secondary,no,0,yes,yes,cellular,374
43,technician,married,secondary,no,136,no,no,cellular,363
32,management,single,tertiary,no,28,no,no,cellular,111
33,management,single,tertiary,no,335,no,no,cellular,130
51,housemaid,married,unknown,no,174,no,no,telephone,308
39,unemployed,married,secondary,no,270,yes,no,unknown,116
44,management,single,tertiary,no,1206,no,no,cellular,160
49,housemaid,divorced,primary,no,198,yes,no,unknown,205
25,technician,married,tertiary,no,914,yes,no,cellular,185
39,self-employed,married,secondary,no,31,yes,no,cellular,61
54,technician,married,secondary,no,0,no,no,telephone,159
32,management,single,tertiary,no,347,yes,no,cellular,213
36,management,married,tertiary,no,860,yes,no,unknown,294
54,technician,married,secondary,no,89,yes,no,cellular,140
31,technician,married,secondary,no,0,yes,yes,cellular,71
45,services,married,secondary,no,0,no,yes,cellular,47
31,admin.,single,secondary,no,68,yes,no,cellular,570
45,technician,married,secondary,no,-149,yes,no,cellular,287
33,services,divorced,secondary,no,2411,yes,no,cellular,130
46,management,divorced,tertiary,no,225,yes,no,cellular,201
43,unknown,single,tertiary,no,2731,no,no,cellular,11
50,management,married,tertiary,no,112,yes,no,cellular,70
44,management,divorced,tertiary,no,0,no,no,cellular,54
42,services,married,secondary,no,3620,yes,no,unknown,22
26,boogieman,single,secondary,no,179,no,no,cellular,103
47,admin.,single,secondary,no,1544,yes,no,cellular,104
48,boogieman,married,primary,no,199,no,no,telephone,29
60,boogieman,married,unknown,no,231,yes,no,unknown,57
27,admin.,divorced,secondary,no,76,yes,no,unknown,236
30,unemployed,single,tertiary,no,302,no,no,cellular,528
28,admin.,single,secondary,no,189,yes,no,cellular,68
58,retired,married,primary,no,565,no,no,telephone,876
37,entrepreneur,married,tertiary,no,310,no,no,cellular,76
36,services,married,secondary,no,1746,yes,no,unknown,99
39,technician,married,secondary,no,6,yes,no,cellular,122
52,unemployed,married,primary,no,-110,no,yes,cellular,141
55,retired,married,secondary,no,2749,yes,yes,unknown,58
30,management,single,tertiary,no,6495,no,no,cellular,78
36,boogieman,single,secondary,no,35,yes,no,unknown,435
39,admin.,married,secondary,no,-650,no,no,cellular,123
47,boogieman,married,primary,no,292,no,yes,telephone,210
42,housemaid,single,primary,no,5774,yes,no,unknown,54
42,management,married,secondary,no,2416,yes,no,unknown,138
58,retired,married,secondary,no,35,no,no,cellular,336
68,retired,married,secondary,no,19317,yes,no,cellular,249
43,technician,married,secondary,no,50,no,no,unknown,63
44,boogieman,married,secondary,no,-674,yes,no,unknown,257
49,technician,married,tertiary,no,3726,no,no,cellular,875
57,retired,married,tertiary,no,1180,yes,yes,unknown,191
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,481
36,admin.,single,secondary,no,319,yes,no,cellular,120
31,boogieman,married,secondary,no,1545,yes,yes,cellular,207
51,technician,married,tertiary,no,1315,no,no,telephone,303
31,technician,single,tertiary,no,424,no,no,cellular,93
56,boogieman,married,primary,no,151,no,no,cellular,128
30,technician,single,tertiary,no,-970,no,yes,cellular,194
38,services,married,secondary,no,-762,yes,yes,unknown,408
35,services,married,secondary,no,181,yes,no,cellular,5
31,boogieman,married,unknown,no,-120,yes,no,cellular,231
39,admin.,divorced,secondary,no,1022,yes,no,unknown,20
50,management,married,tertiary,no,78,yes,no,cellular,218
39,technician,married,tertiary,no,209,no,no,unknown,36
26,admin.,married,secondary,no,2469,no,no,cellular,136
55,technician,married,secondary,no,0,no,no,cellular,336
43,boogieman,divorced,primary,no,328,no,yes,cellular,192
34,housemaid,married,tertiary,no,0,no,no,cellular,141
51,self-employed,married,primary,no,307,yes,yes,unknown,65
31,management,married,tertiary,no,1384,yes,no,cellular,203
32,management,married,tertiary,no,0,no,no,cellular,104
53,technician,married,secondary,no,719,yes,no,unknown,230
44,management,divorced,tertiary,no,0,no,no,cellular,71
38,entrepreneur,married,tertiary,no,6704,yes,no,unknown,205
47,self-employed,married,tertiary,no,4543,yes,no,unknown,162
36,management,married,tertiary,no,0,yes,no,unknown,145
30,management,single,tertiary,no,149,yes,no,unknown,220
46,boogieman,married,secondary,no,-1400,yes,no,telephone,309
33,entrepreneur,married,secondary,no,-118,yes,yes,unknown,421
43,boogieman,married,secondary,no,2160,no,no,cellular,261
38,management,married,tertiary,no,3452,no,no,cellular,132
27,technician,single,secondary,no,842,no,no,cellular,273
38,management,married,unknown,no,3576,no,no,cellular,349
41,unemployed,married,tertiary,no,1666,no,no,unknown,291
29,technician,married,secondary,no,0,yes,no,cellular,83
39,services,married,secondary,no,0,yes,no,unknown,793
42,boogieman,single,primary,no,1628,yes,no,cellular,119
47,services,married,secondary,no,51,yes,yes,unknown,312
30,boogieman,single,secondary,yes,447,no,no,unknown,103
34,admin.,married,secondary,no,396,yes,no,cellular,101
45,housemaid,married,primary,no,4994,no,no,unknown,48
43,admin.,married,secondary,no,3215,yes,no,cellular,228
59,boogieman,married,primary,no,2814,no,no,unknown,81
50,technician,married,secondary,no,0,no,no,cellular,152
39,boogieman,married,secondary,no,293,yes,no,unknown,160
36,technician,married,secondary,no,474,yes,no,unknown,59
44,boogieman,married,secondary,no,16178,yes,no,cellular,297
36,technician,married,tertiary,no,0,no,no,cellular,147
27,management,single,tertiary,no,88,no,no,cellular,143
29,services,married,secondary,no,308,yes,no,unknown,75
70,retired,married,secondary,no,1164,no,no,telephone,338
44,management,married,tertiary,no,13893,no,no,unknown,29
55,management,married,tertiary,no,0,yes,no,unknown,159
36,technician,divorced,secondary,no,-435,yes,no,unknown,85
28,technician,single,secondary,no,389,yes,no,cellular,15
50,management,divorced,tertiary,no,356,no,no,cellular,198
49,technician,married,secondary,no,2718,no,no,unknown,114
71,retired,divorced,tertiary,no,261,no,no,cellular,1117
31,admin.,single,secondary,no,757,no,no,cellular,343
45,management,single,tertiary,no,16,no,no,cellular,59
42,boogieman,married,secondary,no,-422,no,no,cellular,31
45,admin.,married,secondary,no,248,no,no,cellular,212
47,technician,married,primary,no,145,yes,no,unknown,157
60,retired,divorced,secondary,no,598,no,yes,cellular,96
35,management,married,tertiary,no,949,yes,no,unknown,245
31,technician,single,tertiary,no,614,no,no,cellular,72
33,boogieman,married,primary,no,1209,yes,no,cellular,700
50,self-employed,married,tertiary,no,202,yes,no,cellular,107
51,boogieman,married,secondary,no,1840,yes,no,cellular,312
34,technician,married,secondary,no,114,yes,yes,cellular,153
56,services,married,secondary,no,-229,no,yes,cellular,55
29,services,married,secondary,no,182,yes,no,telephone,38
31,boogieman,married,secondary,no,401,no,no,cellular,96
44,technician,divorced,unknown,no,759,yes,no,unknown,397
55,retired,married,secondary,no,4194,no,yes,telephone,208
35,student,single,unknown,no,0,no,no,telephone,122
36,technician,married,tertiary,no,629,yes,yes,cellular,109
54,retired,married,secondary,no,153,yes,yes,unknown,74
32,management,married,tertiary,no,553,yes,no,cellular,72
36,management,divorced,tertiary,no,1057,no,no,cellular,383
60,retired,married,secondary,no,78,yes,no,unknown,113
32,technician,single,secondary,no,-28,no,yes,unknown,400
57,management,married,tertiary,no,929,no,no,cellular,387
34,boogieman,married,primary,no,428,yes,no,cellular,59
27,student,single,secondary,no,268,yes,no,cellular,528
52,management,single,tertiary,no,83,no,no,cellular,1223
45,admin.,divorced,unknown,no,998,yes,no,telephone,38
58,admin.,single,secondary,no,2223,no,no,cellular,1139
39,boogieman,single,primary,no,6,yes,no,cellular,286
48,boogieman,single,secondary,no,312,yes,yes,cellular,369
36,management,single,secondary,no,0,no,no,cellular,333
31,technician,single,secondary,no,691,yes,no,cellular,198
41,management,married,tertiary,no,771,yes,no,cellular,106
30,self-employed,single,secondary,no,192,no,no,cellular,423
57,retired,married,tertiary,no,0,no,no,cellular,116
29,admin.,single,secondary,no,1070,yes,no,unknown,30
29,services,divorced,secondary,no,84,yes,no,cellular,1101
30,management,single,tertiary,no,2,no,no,cellular,102
44,management,married,tertiary,no,1242,yes,no,cellular,384
33,student,single,unknown,no,5969,no,no,cellular,156
56,admin.,divorced,secondary,no,3337,yes,no,telephone,99
26,services,single,secondary,no,1347,no,no,telephone,280
52,technician,married,secondary,no,64,no,no,telephone,20
32,management,single,secondary,no,249,yes,no,unknown,258
36,technician,single,secondary,no,0,no,no,cellular,85
26,boogieman,married,secondary,no,128,no,no,unknown,355
37,boogieman,married,secondary,no,196,yes,no,unknown,66
34,technician,married,secondary,no,351,yes,no,cellular,467
26,services,single,secondary,no,5533,yes,no,cellular,582
32,services,married,secondary,no,38,yes,no,cellular,744
30,management,single,tertiary,yes,35,no,no,cellular,185
27,technician,single,secondary,no,235,yes,no,cellular,13
42,admin.,single,secondary,no,30,yes,no,cellular,98
33,boogieman,single,primary,no,92,yes,no,unknown,127
37,boogieman,married,secondary,no,67,no,no,unknown,45
45,boogieman,married,secondary,no,4022,yes,no,cellular,244
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,2769
39,management,single,tertiary,no,0,yes,no,cellular,561
33,management,single,tertiary,no,349,no,no,cellular,182
47,services,married,secondary,no,2322,no,no,cellular,618
49,entrepreneur,married,secondary,no,167,yes,yes,unknown,198
46,management,divorced,secondary,no,558,no,no,cellular,126
31,services,married,secondary,no,-230,yes,yes,cellular,715
43,unemployed,divorced,secondary,no,4094,yes,no,cellular,63
30,boogieman,single,secondary,yes,239,yes,no,unknown,412
43,management,divorced,tertiary,no,497,no,no,cellular,66
42,boogieman,married,secondary,no,179,yes,no,cellular,96
30,admin.,single,tertiary,no,305,no,no,cellular,633
33,management,single,tertiary,no,-67,yes,no,unknown,364
41,admin.,married,secondary,no,4539,no,no,unknown,298
29,boogieman,single,secondary,no,770,yes,no,cellular,341
38,unemployed,married,secondary,no,-673,yes,no,unknown,364
29,technician,married,tertiary,no,858,yes,no,cellular,234
80,housemaid,married,primary,no,0,no,no,cellular,639
38,management,single,tertiary,no,5244,no,no,cellular,310
36,boogieman,divorced,primary,no,117,yes,no,unknown,123
38,self-employed,married,tertiary,no,846,no,no,cellular,253
44,management,married,secondary,yes,0,yes,no,cellular,96
31,management,married,tertiary,no,1331,no,no,cellular,297
31,services,single,secondary,no,31,yes,yes,unknown,501
57,admin.,divorced,primary,no,179,yes,no,cellular,67
37,boogieman,married,primary,no,543,yes,no,unknown,281
50,boogieman,married,secondary,no,253,yes,yes,cellular,475
60,retired,married,primary,no,71188,no,no,cellular,205
51,management,married,tertiary,no,5108,yes,no,cellular,272
48,boogieman,married,secondary,no,1738,yes,no,cellular,349
42,boogieman,married,primary,no,-97,yes,no,cellular,216
36,boogieman,married,secondary,no,199,yes,no,cellular,183
43,management,married,tertiary,no,489,yes,no,cellular,130
31,admin.,married,primary,no,355,yes,yes,unknown,61
49,technician,single,secondary,no,-97,yes,no,unknown,92
35,management,divorced,tertiary,no,473,no,yes,cellular,37
44,entrepreneur,married,secondary,no,6649,yes,no,cellular,354
34,self-employed,married,tertiary,no,263,no,no,cellular,203
46,boogieman,married,secondary,no,781,no,no,unknown,152
49,boogieman,married,primary,no,1032,yes,no,unknown,41
32,boogieman,married,secondary,no,119,no,no,cellular,20
35,management,divorced,tertiary,no,434,yes,no,cellular,277
51,admin.,married,secondary,no,2967,no,no,unknown,83
57,retired,divorced,secondary,no,-331,yes,no,unknown,531
59,management,married,tertiary,no,1585,no,no,telephone,-999
40,services,divorced,unknown,no,4384,yes,no,unknown,-999
49,management,single,tertiary,no,588,no,no,cellular,-999
51,management,married,secondary,no,3180,yes,no,cellular,-999
35,admin.,married,secondary,yes,0,no,yes,unknown,-999
29,self-employed,married,secondary,no,-76,yes,no,unknown,-999
32,services,single,secondary,no,152,yes,no,cellular,-999
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,-999
49,unemployed,married,primary,no,-384,yes,no,unknown,-999
45,technician,married,unknown,no,473,yes,no,unknown,-999
34,technician,single,secondary,no,475,yes,no,cellular,-999
53,technician,married,secondary,no,0,no,no,cellular,-999
42,entrepreneur,married,primary,no,149,no,no,cellular,-999
43,technician,married,secondary,no,3285,yes,no,unknown,-999
52,retired,married,secondary,no,424,no,no,cellular,-999
34,boogieman,single,secondary,no,79,no,yes,cellular,-999
34,technician,divorced,tertiary,no,674,yes,no,cellular,-999
27,services,married,secondary,no,0,yes,no,cellular,-999
43,unemployed,married,tertiary,no,58,yes,no,cellular,-999
41,technician,married,tertiary,no,532,yes,no,cellular,74
72,retired,married,secondary,no,4130,no,no,cellular,427
35,boogieman,married,primary,no,422,yes,no,cellular,73
41,management,married,tertiary,no,437,yes,no,unknown,14
36,boogieman,divorced,primary,no,-308,yes,no,cellular,725
51,housemaid,married,primary,no,30,yes,no,cellular,333
37,self-employed,married,tertiary,no,137,no,no,cellular,244
42,admin.,single,secondary,no,-247,yes,yes,telephone,519
26,admin.,single,secondary,no,321,yes,no,cellular,242
23,services,single,secondary,no,250,yes,no,cellular,222
50,management,married,tertiary,no,-470,yes,no,cellular,130
37,boogieman,married,secondary,no,140,yes,yes,cellular,490
35,management,married,tertiary,no,2793,no,no,cellular,258
37,management,married,tertiary,no,410,no,no,cellular,337
79,retired,divorced,unknown,no,2628,no,no,telephone,-999
39,technician,married,secondary,no,116,no,no,cellular,79
47,services,married,secondary,no,0,yes,no,telephone,250
44,boogieman,married,secondary,no,878,yes,no,cellular,130
36,management,single,tertiary,no,2944,no,no,cellular,882
33,boogieman,single,secondary,no,3975,yes,yes,cellular,515
42,services,married,secondary,no,96,yes,no,cellular,238
35,technician,single,tertiary,no,2288,no,no,telephone,32
31,boogieman,married,secondary,no,472,yes,no,unknown,907
58,services,married,primary,no,65,no,no,unknown,162
46,management,married,tertiary,no,0,no,no,unknown,70
41,admin.,single,secondary,no,400,yes,no,unknown,99
58,technician,married,secondary,no,7495,yes,no,unknown,325
33,boogieman,married,secondary,no,137,no,yes,cellular,305
31,unemployed,married,secondary,no,24,yes,no,cellular,631
55,technician,divorced,secondary,no,3450,no,no,cellular,169
38,technician,single,secondary,no,311,yes,no,cellular,61
55,housemaid,married,secondary,no,139,no,no,cellular,256
47,management,single,tertiary,no,0,no,no,unknown,58
51,housemaid,married,primary,no,492,yes,no,unknown,142
46,management,single,tertiary,no,334,yes,no,telephone,36
61,management,married,tertiary,no,997,no,no,cellular,106
47,management,single,tertiary,no,440,no,no,cellular,71
34,technician,married,secondary,no,47,no,no,cellular,132
34,boogieman,married,secondary,no,1298,yes,no,unknown,120
41,management,divorced,tertiary,no,3355,no,no,cellular,181
36,boogieman,divorced,secondary,no,-11,no,no,unknown,152
26,boogieman,single,secondary,no,396,yes,no,unknown,302
35,management,married,tertiary,no,8,no,no,cellular,93
36,boogieman,married,secondary,no,1409,no,no,unknown,235
26,management,single,tertiary,no,170,no,no,cellular,129
58,management,married,primary,no,2769,yes,no,cellular,94
50,boogieman,married,secondary,no,2320,yes,no,cellular,310
61,retired,married,secondary,no,76,yes,no,cellular,195
28,technician,single,secondary,no,2034,yes,no,unknown,196
49,boogieman,single,primary,no,3018,yes,no,unknown,93
74,retired,married,secondary,no,921,no,no,telephone,394
53,boogieman,married,secondary,no,483,yes,no,cellular,288
46,self-employed,married,secondary,no,390,yes,no,cellular,208
47,management,married,tertiary,no,0,no,no,cellular,508
42,boogieman,single,primary,no,92,no,no,cellular,86
56,services,married,secondary,no,22196,yes,no,cellular,189
42,technician,married,secondary,no,2,no,no,unknown,249
49,housemaid,married,primary,no,249,yes,no,cellular,450
43,unemployed,single,unknown,no,3274,yes,no,cellular,680
39,services,married,secondary,no,5731,yes,no,unknown,175
66,retired,married,primary,N,206,no,no,cellular,479
30,technician,single,tertiary,N,2325,no,no,cellular,270
38,management,single,tertiary,N,0,no,no,cellular,164
31,boogieman,married,secondary,N,1664,yes,no,cellular,158
32,technician,married,secondary,N,3333,no,no,cellular,50
48,technician,married,secondary,N,7020,no,no,cellular,80
34,admin.,married,tertiary,N,37,no,no,cellular,45
28,student,single,secondary,N,28,no,no,cellular,220
40,admin.,single,secondary,N,1670,yes,no,unknown,161
36,entrepreneur,married,secondary,N,134,no,no,unknown,98
52,retired,married,secondary,N,603,no,yes,unknown,79
46,admin.,married,primary,N,276,yes,yes,unknown,157
25,technician,single,secondary,N,2157,yes,no,cellular,339
52,boogieman,married,secondary,N,161,yes,no,unknown,274
40,boogieman,married,primary,no,3658,yes,no,unknown,977
26,management,divorced,tertiary,yes,-402,no,yes,unknown,127
26,boogieman,single,primary,no,3342,yes,no,unknown,329
35,self-employed,single,secondary,no,1732,no,no,telephone,1441
40,admin.,single,secondary,no,263,yes,no,unknown,231
31,management,married,tertiary,no,623,yes,no,cellular,96
32,admin.,married,secondary,no,3540,yes,no,cellular,213
33,admin.,married,secondary,no,95,yes,no,cellular,335
53,services,divorced,secondary,no,765,yes,no,cellular,959
46,technician,divorced,secondary,no,-824,yes,no,cellular,429
28,management,single,tertiary,no,5549,no,no,cellular,383
31,boogieman,married,secondary,no,191,yes,no,unknown,40
44,boogieman,married,primary,no,420,yes,no,unknown,110
35,admin.,married,secondary,no,0,no,no,unknown,326
50,technician,divorced,unknown,no,2706,yes,no,unknown,179
32,technician,married,secondary,yes,4,yes,yes,cellular,132
51,admin.,married,secondary,no,423,yes,yes,cellular,95
51,management,married,tertiary,no,-892,yes,yes,cellular,248
31,boogieman,married,unknown,no,-120,yes,no,cellular,100
41,admin.,divorced,secondary,no,-365,yes,no,unknown,226
57,technician,married,tertiary,no,27069,no,yes,unknown,174
34,management,single,tertiary,no,8038,yes,no,cellular,29
47,technician,married,secondary,no,-938,yes,no,unknown,176
47,admin.,divorced,secondary,no,1139,yes,no,cellular,106
36,self-employed,married,secondary,no,189,yes,no,cellular,136
29,housemaid,single,tertiary,no,19,no,no,cellular,110
39,technician,married,secondary,no,3663,no,no,cellular,230
53,boogieman,single,unknown,no,0,no,no,unknown,140
47,boogieman,married,secondary,yes,-614,yes,no,unknown,118
51,technician,divorced,secondary,no,2323,yes,yes,cellular,151
48,boogieman,married,secondary,no,425,yes,no,telephone,693
32,technician,married,secondary,no,5122,no,no,cellular,31
36,management,divorced,tertiary,no,608,no,no,cellular,125
50,unknown,married,primary,no,341,yes,yes,cellular,670
39,admin.,married,secondary,no,607,yes,no,cellular,454
31,boogieman,married,secondary,no,1495,yes,yes,unknown,159
49,admin.,married,secondary,no,381,no,no,cellular,504
33,unemployed,divorced,secondary,no,385,no,no,telephone,29
26,management,single,tertiary,no,1274,yes,no,cellular,190
27,boogieman,married,secondary,no,362,yes,no,unknown,332
51,boogieman,married,primary,no,377,yes,no,telephone,143
26,admin.,single,secondary,no,802,no,no,cellular,77
45,admin.,married,secondary,no,194,no,no,cellular,517
54,technician,married,secondary,no,-315,no,yes,cellular,2029
49,technician,married,tertiary,no,1843,yes,no,cellular,269
47,technician,married,secondary,no,-9,no,no,cellular,457
42,housemaid,married,primary,no,83,no,yes,cellular,184
50,entrepreneur,married,tertiary,no,433,yes,no,cellular,47
37,admin.,married,secondary,no,-107,yes,no,unknown,158
54,boogieman,married,primary,no,4503,no,no,telephone,168
40,services,married,secondary,no,51,yes,no,cellular,50
50,services,married,secondary,no,961,no,yes,cellular,757
57,retired,married,secondary,no,49,yes,yes,cellular,93
